lake,lake_lat,lake_long
WHITE MERE - WHITEMERE COTTAGES,52.893,-2.875
GREENLEE LOUGH FIXED,55.019,-2.366
ESTHWAITE WATER - LAKES TOUR,54.363,-2.988
ROCKFORD LAKE,50.873,-1.780
HOVETON GREAT BROAD,52.697,1.428
"HUDSON'S BAY, R.BURE",52.698,1.424
MISC.10KM SQ NORTHAMPTON (N)........SP76,52.234,-0.976
"POULTER, EXIT FROM CARBURTON FORGE DAM",53.244,-1.115
CRAG LOUGH AT OVERFLOW,55.006,-2.362
ESTWAITE WATER BLUE-GREEN ALGAE MONITOR,54.350,-2.982
ESTHWAITE WATER @ SITE 'A' (NORTH BASIN),54.365,-2.987
CUNSEY BECK AT EES BRIDGE,54.348,-2.977
BUTTERMERE AS PART OF A WQ SURVEY,54.531,-3.264
BUTTERMERE AT NY 17778 16219,54.535,-3.272
MISCELLANEOUS HAYLE,50.176,-5.437
BIG WATERS U/S STEPPING STONES,55.055,-1.640
PARK MILL FARM WEIR,51.068,-0.614
STOVER LAKE SURFACE,50.563,-3.646
SLAPTON LEY,50.285,-3.651
THOMPSON WATER CONTROL 1A,52.518,0.820
THOMPSON WATER CONTROL 2A,52.518,0.821
THOMPSON WATER CONTROL 3,52.518,0.821
THOMPSON WATER IMPACT 1,52.517,0.819
THOMPSON WATER IMPACT 2,52.517,0.820
THOMPSON WATER IMPACT 3,52.517,0.820
LILY BROAD,52.673,1.631
MISC.10KM SQ CORBY (W)..............SP88,52.412,-0.825
MISC.10KM SQ FAKENHAM...............TL96,52.205,0.779
SKELSMERGH TARN,54.363,-2.719
THOMPSON WATER CONTROL 1B,52.520,0.822
THOMPSON WATER CONTROL 2B,52.519,0.822
"POLCON 1-OFF, WATER: SEVERN 08",49.892,-0.609
BETLEY MERE ADJACENT  MERE GUTTER INLET,53.029,-2.378
"BOATING LAKE, VERULAMIUM PARK",51.752,-0.351
LARGE LAKE - MIDDLE - VERULAMIUM PARK,51.751,-0.350
LARGE LAKE - ABOVE OUTFLOW - VERULAMIUM,51.749,-0.349
HORNSEA MERE - NUMBER 2,53.902,-0.193
HORNSEA MERE - NUMBER 4,53.909,-0.192
HORNSEA MERE - KIRKHOLME POINT,53.908,-0.178
HERONS CARR SOUTH 5 WITHIN BARTON BROAD,52.735,1.493
BARTON ENCLOSURE 3 ADJ TO O/FLOW (R.ANT),52.735,1.498
BARTON ENCLOSURE 1 ON NEATISHEAD ARM,52.739,1.489
HERONS CARR S ENCLOSURE 4 BARTON BROAD,52.734,1.493
RANWORTH BROAD ENCLOSURE 1 (R. BURE),52.686,1.477
RANWORTH BROAD ENCLOSURE 2 (R. BURE),52.686,1.485
RANWORTH BROAD ENCLOSURE 3 (R. BURE),52.683,1.486
SWEAT MERE,52.870,-2.837
ROSTHERNE MERE - BANKSIDE @ SJ7423983875,53.351,-2.388
CASTLE WATER LAKE 1,50.942,0.746
CASTLE WATER LAKE 2,50.942,0.746
CASTLE WATER LAKE 3,50.942,0.747
CASTLE WATER LAKE 4,50.941,0.747
BROADWATER LAKE,51.591,-0.492
DATCHET 2,51.476,-0.564
DATCHET 3 (S),51.474,-0.563
SUNNYMEADS (WRAYSBURY 1 SOUTH),51.462,-0.558
SUNNYMEADS 1,51.468,-0.555
SUNNYMEADS 2,51.467,-0.555
SUNNYMEADS 3,51.465,-0.551
KINGSMEAD,51.471,-0.547
SILVERWINGS,51.448,-0.547
WRAYSBURY 2 (N),51.457,-0.542
HYTHE LAGOON (HYTHE END WEST),51.445,-0.537
"COLNE MERE, (HYTHE END CENTRAL)",51.449,-0.533
HERON LAKE,51.447,-0.529
ST ANNS LAKE,51.402,-0.520
MANOR LAKE,51.408,-0.517
FLEET LAKE,51.409,-0.516
ABBEY LAKE,51.403,-0.507
ABBEY 1,51.400,-0.505
ABBEY 2,51.398,-0.499
LITTLETON SOUTH,51.390,-0.484
LITTLETON NORTH,51.395,-0.481
LITTLETON EAST,51.396,-0.475
SHEEPWALK WEST,51.396,-0.465
SHEEPWALK EAST,51.396,-0.463
FERRY LANE BRPS,51.386,-0.456
MISC.10KM SQ COGGESHALL.............TL82,51.850,0.612
Alfhildsgrund V,58.735,12.550
Kållandsö N,58.718,13.135
Kånkåstjärnen,62.608,16.896
Megrundet V,58.846,12.814
Stora Ålagylet,56.284,14.705
150B Salen norra delen,56.868,14.559
Grönsöfjärden Selaön,59.466,17.269
Gåsen,58.220,16.674
Kolsundet O,59.355,17.298
Kyrkfjärden,59.435,18.190
Långhalsen Torpfjärden,58.910,16.779
Nimmern,58.046,15.779
Norrviken 3,59.457,17.935
Ridöfjärden,59.520,16.613
Sigtunafjärden,59.612,17.721
Stäket,59.895,18.909
"Tåkern, Glänås",58.350,14.824
Svinstadsjön,58.372,15.831
