,date,year,month,day,day_of_year,num_samples,depth,chla,secchi,tp,doc,ph,tkn,no2,no3,nh4,dic,temp,par,poc,srp,tdn,tn,lake
2079,2018-06-18,2018,6,18,169,11,,1.47,5.25,,6.252,,,,,,,,,,,,,Experimental lake 442
9672,2018-06-19,2018,6,19,170,9,0.5,5.6,,,,,,,,,,,,,,,,Brunnsjön
28182,2018-06-19,2018,6,19,170,10,,21.4,,0.144,,,,,,,,,,,,,,Murston angling lake
21627,2018-06-19,2018,6,19,170,14,1.5,11.978,2.0,,,,,,0.165,,,10.5,,,,,,Green valley lake
976,2018-06-19,2018,6,19,170,12,,0.78,7.0,,3.792,,,,,,,,,,,,,Experimental lake 224
12343,2018-06-19,2018,6,19,170,26,,1.78,,,,,,,,,,,,,,,,Constance untersee -rhein river
36560,2018-06-19,2018,6,19,170,7,0.5,3.8,,,,,,,,,,,,,,,,Skifsen
23232,2018-06-20,2018,6,20,171,10,,20.9,,0.0783,,,,,,,,20.4,,,,,,Horsey mere
22742,2018-06-20,2018,6,20,171,11,,46.0,,0.086,,,,,,,,21.0,,,,,,Heigham sound
23000,2018-06-20,2018,6,20,171,12,,31.8,,0.093,,,,,,,,19.7,,,,,,Hickling broad
23585,2018-06-20,2018,6,20,171,8,0.1,11.0,,,,,,,,,,,,,,,,Havgårdssjön
24181,2018-06-20,2018,6,20,171,6,0.1,95.0,,,,,,,,,,,,,,,,Häckebergasjön
27528,2018-06-20,2018,6,20,171,11,,3.5,,0.0198,,,,,,,,22.5,,,,,,Martham south broad
27280,2018-06-20,2018,6,20,171,12,,10.6,,0.142,,,,,,,,,,,,,,Malham tarn
9169,2018-06-20,2018,6,20,171,6,0.1,9.5,,,,,,,,,,,,,,,,Björkesåkrasjön
29248,2018-06-20,2018,6,20,171,6,,4.2,3.5,0.05,22.0,8.31,2.2,0.007,0.016,0.28,,,,,,,,Nakamun lake
50450,2018-06-21,2018,6,21,172,33,0.8,7.6,,0.04662,4.24,,0.994,,,,28.18,,,0.958,0.00714,,,Hamilton harbour
39792,2018-06-21,2018,6,21,172,15,,6.0,,0.338,,,,,,,,,,,,,,Thompson water
35689,2018-06-22,2018,6,22,173,12,,6.2,,0.049,,,,,,,,,,,,,,Slapton ley
9948,2018-06-22,2018,6,22,173,12,,5.4,,0.0983,,,,,,,,18.5,,,,,,Carr
10952,2018-06-25,2018,6,25,176,12,,3.4,,0.0092,,,,,,,,18.7,,,,,,Coniston water
40815,2018-06-25,2018,6,25,176,7,0.5,28.0,,,,,,,,,,,,,,,,Trehörningen
3729,2018-06-25,2018,6,25,176,16,1.333333333,6.566666667,,,,,,,,,,,,,,,,Allequash lake
13036,2018-06-25,2018,6,25,176,16,1.5,1.0,,,,,,,,,,,,,,,,Crystal lake
28536,2018-06-25,2018,6,25,176,19,2.0,17.65,,,,,,,,,,,,,,,,Lake mendota
18747,2018-06-25,2018,6,25,176,7,0.5,8.7,,,,,,,,,,,,,,,,Funbosjön
10650,2018-06-25,2018,6,25,176,12,,7.0,,0.0123,,,,,,,,,,,,,,Colliford lake
40101,2018-06-26,2018,6,26,177,12,,2.3,,0.0251,,,,,,,,,,,,,,Fleet lake
4852,2018-06-26,2018,6,26,177,12,,6.4,,0.0141,,,,,,,,19.3,,,,,,Bassenthwaite -england
13813,2018-06-26,2018,6,26,177,12,,3.8,,0.0085,,,,,,,,19.6,,,,,,Derwentwater -england
10061,2018-06-26,2018,6,26,177,12,,30.7,,0.0338,,,,,,,,,,,,,,Carsington water
9085,2018-06-26,2018,6,26,177,16,1.5,1.15,,,,,,,,,,,,,,,,Big Muskellunge lake
2952,2018-06-26,2018,6,26,177,12,,4.2,,0.0516,,,,,,,,,,,,,,Aqualate mere
42095,2018-06-26,2018,6,26,177,16,1.25,15.875,,,,,,,,,,,,,,,,Trout bog
40398,2018-06-26,2018,6,26,177,11,,2.2,,0.0177,,,,,,,,23.9,,,,,,Tindale tarn
28790,2018-06-26,2018,6,26,177,13,2.0,16.65,,,,,,,,,,,,,,,,lake monona
523,2018-06-27,2018,6,27,178,11,,6.08,3.0,,6.756,,,,,,,,,,,,,Experimental lake 114
10454,2018-06-27,2018,6,27,178,10,,7.8,,0.0594,,,,,,,,24.0,,,,,,Cockshoot broad
30127,2018-06-27,2018,6,27,178,12,,7.0,,0.0499,,,,,,,,22.5,,,,,,Ormesby little broad
45263,2018-06-27,2018,6,27,178,12,,25.0,,0.0974,,,,,,,,22.0,,,,,,Wroxham broad
34200,2018-06-27,2018,6,27,178,12,,6.0,,0.0301,,,,,,,,21.5,,,,,,Rollesby broad
37859,2018-06-27,2018,6,27,178,15,0.5,2.0,,,,,,,,,,,,,,,,Stensjön
40584,2018-06-27,2018,6,27,178,12,,53.7,,0.472,,,,,,,,,,,,,,Turnershill marsh
13669,2018-06-27,2018,6,27,178,16,1.0,13.45,,,,,,,,,,,,,,,,Crystal bog
11178,2018-06-27,2018,6,27,178,12,,3.6,,0.0206,,,,,,,,,,,,,,Crag lough
27118,2018-06-27,2018,6,27,178,21,0.5,2.4,,,,,,,,,,,,,,,,Långsjön
35455,2018-06-27,2018,6,27,178,12,,6.5,,0.0274,,,,,,,,,,,,,,Semer water
5523,2018-06-27,2018,6,27,178,12,,7.7,,0.056,,,,,,,,,,,,,,Bromlee lough overflow
37300,2018-06-27,2018,6,27,178,16,1.5,3.05,,,,,,,,,,,,,,,,Sparkling lake
19497,2018-06-27,2018,6,27,178,12,,6.6,,0.0195,,,,,,,,,,,,,,Greenlee lough
33820,2018-06-27,2018,6,27,178,11,,51.2,,0.151,,,,,,,,23.4,,,,,,Ranworth broad
1665,2018-06-27,2018,6,27,178,12,,1.5,3.25,,7.416,,,,,,,,,,,,,Experimental lake 239
35980,2018-06-27,2018,6,27,178,11,,28.6,,0.234,,,,,,,,23.4,,,,,,South walsham broad
29841,2018-06-27,2018,6,27,178,12,,13.2,,0.0197,,,,,,,,21.4,,,,,,Ormesby broad
18009,2018-06-27,2018,6,27,178,12,,5.7,,0.0292,,,,,,,,21.7,,,,,,Filby broad
18714,2018-06-27,2018,6,27,178,13,2.0,10.5,,,,,,,,,,,,,,,,Fish lake
43095,2018-06-28,2018,6,28,179,11,,9.6,,0.0454,,,,,,,,22.4,,,,,,Upton little broad
2458,2018-06-28,2018,6,28,179,11,,21.6,,0.0663,,,,,,,,23.6,,,,,,Alderfen broad N.
42949,2018-06-28,2018,6,28,179,11,,5.9,,0.034,,,,,,,,21.6,,,,,,Upton great broad
31963,2018-06-28,2018,6,28,179,6,0.5,54.0,,,,,,,,,,,,,,,,Oppmannasjön -arkelstorpsviken
11380,2018-06-28,2018,6,28,179,11,,11.5,,0.172,,,,,,,,22.6,,,,,,Cromes broad
15015,2018-06-28,2018,6,28,179,12,,1.2,,0.0032,,,,,,,,19.8,,,,,,Ennerdale water -bowness knott
50451,2018-06-28,2018,6,28,179,33,0.8,14.86,,0.0722,4.24,,0.9314,,,,28.14,,,1.0072,0.00984,,,Hamilton harbour
2635,2018-06-28,2018,6,28,179,11,,1.7,,0.155,,,,,,,,16.2,,,,,,Alderfen inflow
21628,2018-06-28,2018,6,28,179,14,1.5,5.565,6.5,,,,,,0.13,,,10.9,813.0,,,,,Green valley lake
49612,2018-06-28,2018,6,28,179,13,2.0,16.9,,,,,,,,,,,,,,,,Wingra
5317,2018-06-28,2018,6,28,179,12,,1.3,,0.0279,,,,,,,,,,,,,,Belham tarn -england
41455,2018-06-28,2018,6,28,179,16,1.5,1.55,,,,,,,,,,,,,,,,Trout lake
31879,2018-06-29,2018,6,29,180,6,0.5,5.4,,,,,,,,,,,,,,,,Oppmannasjön
19003,2018-06-29,2018,6,29,180,12,,7.7,,0.0163,,,,,,,,22.8,,,,,,Grasmere -stillwater
23291,2018-06-29,2018,6,29,180,12,,38.0,,0.102,,,,,,,,,,,,,,Hoveton great broad
23501,2018-06-29,2018,6,29,180,11,,42.9,,0.174,,,,,,,,,,,,,,Hudson's bay E.
19117,2018-06-29,2018,6,29,180,12,,13.3,,0.041,,,,,,,,,,,,,,Great lake
51109,2018-07-01,2018,7,1,182,10,,165.32454,,,,,,,,,,,,,,,,Taihu
44702,2018-07-02,2018,7,2,183,12,,71.4,,0.189,,,,,,,,,,,,,,White mere
10529,2018-07-02,2018,7,2,183,12,,33.9,,0.0425,,,,,,,,,,,,,,Cole mere
21629,2018-07-03,2018,7,3,184,14,1.5,5.607,4.5,,,,,,0.14,,,8.25,,,,,,Green valley lake
2080,2018-07-03,2018,7,3,184,11,,1.34,5.0,,6.348,,,,,,,,,,,,,Experimental lake 442
35456,2018-07-03,2018,7,3,184,12,,18.0,,0.0354,,,,,,,,,,,,,,Semer water
25340,2018-07-04,2018,7,4,185,11,,31.1,,0.0489,,,,,,,,21.4,,,,,,Littlesea lake
11082,2018-07-04,2018,7,4,185,12,,1.7,,0.0142,,,,,,,,,,,,,,Cotswold lake 12
39551,2018-07-04,2018,7,4,185,11,,63.7,,0.0744,,,,,,,,25.2,,,,,,Tatton mere -wfd
977,2018-07-04,2018,7,4,185,12,,1.425,6.0,,3.396,,,,,,,,,,,,,Experimental lake 224
29557,2018-07-04,2018,7,4,185,12,,27.6,,0.0885,,,,,,,,23.3,,,,,,Oak mere -intersection
21630,2018-07-05,2018,7,5,186,14,1.5,7.71,3.0,,,,,,0.11,,,11.35,613.5,,,,,Green valley lake
12344,2018-07-05,2018,7,5,186,26,,0.89,,,,,,,,,,,,,,,,Constance untersee -rhein river
11560,2018-07-05,2018,7,5,186,11,,76.9,,0.682,,,,,,,,,,,,,,Crose mere S.
50452,2018-07-06,2018,7,6,187,33,0.8,10.7,,0.05884,4.2,,1.0404,,,,28.2,,,1.2544,0.00918,,,Hamilton harbour
25538,2018-07-06,2018,7,6,187,12,,3.1,,0.0129,,,,,,,,22.4,,,,,,Loweswater -wq survey
6026,2018-07-06,2018,7,6,187,12,,0.5,,0.002,,,,,,,,,,,,,,Buttermere
37860,2018-07-09,2018,7,9,190,15,0.5,2.2,,,,,,,,,,,,,,,,Stensjön
45040,2018-07-09,2018,7,9,190,12,,3.2,,0.0077,,,,,,,,23.1,,,,,,Winderemere -south basin (wfd)
13670,2018-07-09,2018,7,9,190,16,0.75,244.2,,,,,,,,,,,,,,,,Crystal bog
2160,2018-07-09,2018,7,9,190,6,0.5,4.8,,,,,,,,,,,,,,,,Trummen mitt
9086,2018-07-09,2018,7,9,190,16,1.5,1.9,,,,,,,,,,,,,,,,Big Muskellunge lake
44888,2018-07-09,2018,7,9,190,12,,2.7,,0.0097,,,,,,,,22.7,,,,,,Windermere -north basin (wfd)
10651,2018-07-09,2018,7,9,190,12,,7.5,,0.0281,,,,,,,,,,,,,,Colliford lake
24793,2018-07-09,2018,7,9,190,6,0.5,2.7,,,,,,,,,,,,,,,,Källsjön
37444,2018-07-09,2018,7,9,190,8,0.5,2.4,,,,,,,,,,,,,,,,St Skärsjön
28537,2018-07-09,2018,7,9,190,19,1.5,19.3,,,,,,,,,,,,,,,,Lake mendota
3067,2018-07-10,2018,7,10,191,12,,42.8,,0.187,,,,,,,,,,,,,,Attenborough
1819,2018-07-10,2018,7,10,191,6,0.5,35.0,,,,,,,,,,,,,,,,Bergundasjön N.
22491,2018-07-10,2018,7,10,191,12,,1.5,,0.006,,,,,,,,,,,,,,Hawes water -stillwater
13037,2018-07-10,2018,7,10,191,16,1.0,2.433333333,,,,,,,,,,,,,,,,Crystal lake
2238,2018-07-10,2018,7,10,191,6,0.5,5.8,,,,,,,,,,,,,,,,Växjösjön mitt
9949,2018-07-10,2018,7,10,191,12,,29.8,,0.0622,,,,,,,,21.1,,,,,,Carr
44545,2018-07-10,2018,7,10,191,12,,1.4,,0.0236,,,,,,,,,,,,,,Wastwater -stillwater
39317,2018-07-10,2018,7,10,191,12,,10.1,,0.643,,,,,,,,27.2,,,,,,Tabley mere
42096,2018-07-10,2018,7,10,191,16,1.666666667,52.26666667,,,,,,,,,,,,,,,,Trout bog
28791,2018-07-10,2018,7,10,191,13,1.5,13.375,,,,,,,,,,,,,,,,lake monona
21631,2018-07-10,2018,7,10,191,14,1.5,1.765,4.0,,,,,,0.15,,,10.6,734.0,,,,,Green valley lake
9170,2018-07-11,2018,7,11,192,6,0.1,18.0,,,,,,,,,,,,,,,,Björkesåkrasjön
27977,2018-07-11,2018,7,11,192,12,,10.8,,0.078,,,,,,,,24.3,,,,,,Mere mere -edge
1666,2018-07-11,2018,7,11,192,12,,1.94,3.0,,7.344,,,,,,,,,,,,,Experimental lake 239
37301,2018-07-11,2018,7,11,192,16,1.5,2.05,,,,,,,,,,,,,,,,Sparkling lake
23586,2018-07-11,2018,7,11,192,8,0.1,35.0,,,,,,,,,,,,,,,,Havgårdssjön
3730,2018-07-11,2018,7,11,192,16,1.0,5.85,,,,,,,,,,,,,,,,Allequash lake
39793,2018-07-11,2018,7,11,192,15,,15.6,,0.847,,,,,,,,,,,,,,Thompson water
5664,2018-07-11,2018,7,11,192,12,,2.8,,0.0065,,,,,,,,,,,,,,Brotherswater
42736,2018-07-11,2018,7,11,192,12,,1.2,,0.0055,,,,,,,,21.6,,,,,,Ullswater -wfd
524,2018-07-11,2018,7,11,192,11,,3.47,2.25,,6.48,,,,,,,,,,,,,Experimental lake 114
24182,2018-07-11,2018,7,11,192,6,0.1,48.0,,,,,,,,,,,,,,,,Häckebergasjön
27770,2018-07-11,2018,7,11,192,12,,13.2,1.16,0.0276,,,,,,,,24.9,,,,,,Mere mere
27281,2018-07-11,2018,7,11,192,12,,12.5,,0.0216,,,,,,,,,,,,,,Malham tarn
40252,2018-07-11,2018,7,11,192,12,,14.3,,0.485,,,,,,,,,,,,,,Thrapston lake
18715,2018-07-12,2018,7,12,193,13,2.0,4.75,,,,,,,,,,,,,,,,Fish lake
5167,2018-07-12,2018,7,12,193,11,,4.4,,0.0589,,,,,,,,,,,,,,Blagdon lake
41456,2018-07-12,2018,7,12,193,16,1.5,2.45,,,,,,,,,,,,,,,,Trout lake
10953,2018-07-12,2018,7,12,193,12,,2.5,,0.0045,,,,,,,,22.5,,,,,,Coniston water
28183,2018-07-12,2018,7,12,193,10,,19.1,,0.184,,,,,,,,,,,,,,Murston angling lake
21632,2018-07-12,2018,7,12,193,14,1.5,4.76,5.0,,,,,,0.12,,,14.2,796.5,,,,,Green valley lake
18302,2018-07-13,2018,7,13,194,12,,52.0,,0.102,,,,,,,,19.0,,,,,,Fritton lakes -lound mill
2953,2018-07-13,2018,7,13,194,12,,176.0,,2.43,,,,,,,,,,,,,,Aqualate mere
49613,2018-07-13,2018,7,13,194,13,1.4,19.42,,,,,,,,,,,,,,,,Wingra
20031,2018-07-13,2018,7,13,194,6,,0.877790725,13.5,15.67888889,2.125,,,,,,,25.36568,0.305459965,,3.68,,,Giles lake
25737,2018-07-14,2018,7,14,195,6,,1.920863726,3.5,14.73333333,5.118333333,,,,,,,25.52307,0.749944306,,9.503333333,,,Lacawac
52104,2018-07-16,2018,7,16,197,7,0.5,2.4,,,,,,,,,,,,,,,,Övre Skärsjön
14726,2018-07-16,2018,7,16,197,12,,63.5,,0.0462,,,,,,,,,,,,,,Elterwater -outer basin
14578,2018-07-16,2018,7,16,197,12,,55.4,,0.04065,,,,,,,,21.6,,,,,,Elterwater -inner basin
2636,2018-07-16,2018,7,16,197,11,,4.4,,0.207,,,,,,,,18.6,,,,,,Alderfen inflow
14869,2018-07-16,2018,7,16,197,11,,172.0,,0.05575,,,,,,,,21.2,,,,,,Elterwater -middle basin
19880,2018-07-16,2018,7,16,197,8,0.5,78.0,,,,,,,,,,,,,,,,Geten
11381,2018-07-16,2018,7,16,197,11,,8.4,,0.0444,,,,,,,,25.4,,,,,,Cromes broad
18465,2018-07-16,2018,7,16,197,8,0.5,3.7,,,,,,,,,,,,,,,,Fiolen
29249,2018-07-16,2018,7,16,197,6,,16.6,2.0,0.073,22.0,8.48,1.7,,0.005,0.25,,,,,,,,Nakamun lake
43096,2018-07-16,2018,7,16,197,11,,11.0,,0.0995,,,,,,,,24.4,,,,,,Upton little broad
2459,2018-07-16,2018,7,16,197,11,,8.1,,0.0484,,,,,,,,24.8,,,,,,Alderfen broad N.
2081,2018-07-16,2018,7,16,197,11,,1.115,3.25,,6.324,,,,,,,,,,,,,Experimental lake 442
36561,2018-07-16,2018,7,16,197,7,0.5,1.9,,,,,,,,,,,,,,,,Skifsen
42950,2018-07-16,2018,7,16,197,11,,5.65,,0.0305,,,,,,,,23.9,,,,,,Upton great broad
35690,2018-07-17,2018,7,17,198,12,,17.7,,0.0386,,,,,,,,,,,,,,Slapton ley
43318,2018-07-17,2018,7,17,198,6,0.5,26.0,,,,,,,,,,,,,,,,Ulvhällsfjärden
27119,2018-07-17,2018,7,17,198,21,0.5,5.0,,,,,,,,,,,,,,,,Långsjön
9827,2018-07-17,2018,7,17,198,7,0.5,0.9,,,,,,,,,,,,,,,,Bösjön
12345,2018-07-17,2018,7,17,198,26,,1.78,,,,,,,,,,,,,,,,Constance untersee -rhein river
9481,2018-07-17,2018,7,17,198,6,0.5,10.0,,,,,,,,,,,,,,,,Blacken lake
19778,2018-07-17,2018,7,17,198,6,0.5,10.0,,,,,,,,,,,,,,,,Galten
40399,2018-07-17,2018,7,17,198,11,,8.3,,0.0243,,,,,,,,16.0,,,,,,Tindale tarn
9673,2018-07-17,2018,7,17,198,9,0.5,2.7,,,,,,,,,,,,,,,,Brunnsjön
35326,2018-07-17,2018,7,17,198,6,0.5,3.8,,,,,,,,,,,,,,,,Björkfjärden SE.
978,2018-07-17,2018,7,17,198,12,,0.91,7.0,,3.432,,,,,,,,,,,,,Experimental lake 224
21633,2018-07-17,2018,7,17,198,14,1.5,2.0415,5.25,,,,,,0.2,,,11.25,798.0,,,,,Green valley lake
4853,2018-07-18,2018,7,18,199,12,,13.6,,0.0119,,,,,,,,20.5,,,,,,Bassenthwaite -england
19118,2018-07-18,2018,7,18,199,12,,114.0,,0.0842,,,,,,,,,,,,,,Great lake
51944,2018-07-18,2018,7,18,199,13,0.1,35.0,,,,,,,,,,,,,,,,Östra Ringsjön
18116,2018-07-18,2018,7,18,199,12,,23.0,,0.0449,,,,,,,,,,,,,,Fonthill lake -outlet
38845,2018-07-18,2018,7,18,199,6,0.5,14.0,,,,,,,,,,,,,,,,Svinnegarnsviken
50453,2018-07-18,2018,7,18,199,33,0.8,10.06,,0.0357,4.36,,0.6582,,,,25.8,,,1.2248,0.00138,,,Hamilton harbour
20366,2018-07-18,2018,7,18,199,6,0.5,8.6,,,,,,,,,,,,,,,,Granfj. Djurgårds Udde
36495,2018-07-18,2018,7,18,199,6,0.5,42.0,,,,,,,,,,,,,,,,Skarven
22176,2018-07-18,2018,7,18,199,6,0.5,6.3,,,,,,,,,,,,,,,,Görväln S.
39217,2018-07-18,2018,7,18,199,12,0.1,29.0,,,,,,,,,,,,,,,,Sätoftasjön
13814,2018-07-18,2018,7,18,199,12,,9.0,,0.0084,,,,,,,,20.6,,,,,,Derwentwater -england
43732,2018-07-18,2018,7,18,199,6,0.5,13.0,,,,,,,,,,,,,,,,Västeråsfjärden N.
33603,2018-07-18,2018,7,18,199,6,0.5,5.0,,,,,,,,,,,,,,,,Prästfjärden
44111,2018-07-18,2018,7,18,199,13,0.1,66.0,,,,,,,,,,,,,,,,Västra Ringsjön
39845,2018-07-19,2018,7,19,200,11,,172.0,,0.31,,,,,,,,,,,,,,Thompson water -control 2B
21634,2018-07-19,2018,7,19,200,14,1.5,5.425,3.5,,,,,,0.195,,,13.35,705.0,,,,,Green valley lake
39820,2018-07-19,2018,7,19,200,11,,107.0,,0.29,,,,,,,,,,,,,,Thompson water -control 1B
39873,2018-07-19,2018,7,19,200,11,,33.7,,0.286,,,,,,,,,,,,,,Thompson water -control 3
15657,2018-07-19,2018,7,19,200,6,0.5,4.9,,,,,,,,,,,,,,,,Ekoln Vreta Udd
39958,2018-07-19,2018,7,19,200,12,,10.4,,0.252,,,,,,,,,,,,,,Thompson water -impact 3
39794,2018-07-19,2018,7,19,200,15,,88.4,,0.344,,,,,,,,,,,,,,Thompson water
39929,2018-07-19,2018,7,19,200,12,,15.7,,0.293,,,,,,,,,,,,,,Thompson water -impact 2
44546,2018-07-19,2018,7,19,200,12,,0.99,,0.0029,,,,,,,,,,,,,,Wastwater -stillwater
39900,2018-07-19,2018,7,19,200,12,,15.7,,0.261,,,,,,,,,,,,,,Thompson water -impact 1
11179,2018-07-20,2018,7,20,201,12,,6.7,,0.027,,,,,,,,,,,,,,Crag lough
23001,2018-07-20,2018,7,20,201,12,,38.5,,0.07535,,,,,,,,22.1,,,,,,Hickling broad
33821,2018-07-20,2018,7,20,201,11,,57.1,,0.1415,,,,,,,,23.4,,,,,,Ranworth broad
5465,2018-07-20,2018,7,20,201,12,,7.5,,0.149,,,,,,,,,,,,,,Bowyers water
10455,2018-07-20,2018,7,20,201,10,,7.2,,0.0295,,,,,,,,23.9,,,,,,Cockshoot broad
45264,2018-07-20,2018,7,20,201,12,,34.15,,0.09815,,,,,,,,22.4,,,,,,Wroxham broad
35981,2018-07-20,2018,7,20,201,11,,178.0,,0.293,,,,,,,,23.9,,,,,,South walsham broad
27529,2018-07-20,2018,7,20,201,11,,1.7,,0.0194,,,,,,,,25.4,,,,,,Martham south broad
23233,2018-07-20,2018,7,20,201,10,,14.5,,0.0775,,,,,,,,22.3,,,,,,Horsey mere
19498,2018-07-20,2018,7,20,201,12,,5.7,,0.0382,,,,,,,,,,,,,,Greenlee lough
5524,2018-07-20,2018,7,20,201,12,,8.8,,0.0205,,,,,,,,,,,,,,Bromlee lough overflow
19119,2018-07-20,2018,7,20,201,12,,83.0,,0.173,,,,,,,,,,,,,,Great lake
22743,2018-07-20,2018,7,20,201,11,,45.8,,0.0913,,,,,,,,22.6,,,,,,Heigham sound
9087,2018-07-23,2018,7,23,204,16,1.5,2.25,,,,,,,,,,,,,,,,Big Muskellunge lake
18748,2018-07-23,2018,7,23,204,7,0.5,50.0,,,,,,,,,,,,,,,,Funbosjön
28538,2018-07-23,2018,7,23,204,19,2.0,29.9,,,,,,,,,,,,,,,,Lake mendota
50454,2018-07-23,2018,7,23,204,33,0.8,11.64,,0.04006,3.94,,0.6294,,,,25.56,,,1.634,0.0037,,,Hamilton harbour
13671,2018-07-23,2018,7,23,204,16,1.0,264.05,,,,,,,,,,,,,,,,Crystal bog
40816,2018-07-23,2018,7,23,204,7,0.5,5.3,,,,,,,,,,,,,,,,Trehörningen
51564,2018-07-23,2018,7,23,204,9,0.5,16.0,,,,,,,,,,,,,,,,Öljaren
28792,2018-07-24,2018,7,24,205,13,2.0,12.75,,,,,,,,,,,,,,,,lake monona
42097,2018-07-24,2018,7,24,205,16,1.666666667,7.966666667,,,,,,,,,,,,,,,,Trout bog
13038,2018-07-24,2018,7,24,205,16,0.0,2.1,,,,,,,,,,,,,,,,Crystal lake
49614,2018-07-24,2018,7,24,205,13,2.0,35.45,,,,,,,,,,,,,,,,Wingra
21635,2018-07-24,2018,7,24,205,14,1.5,2.53,4.25,,,,,,0.085,,,11.55,751.0,,,,,Green valley lake
19004,2018-07-24,2018,7,24,205,12,,4.8,,0.017,,,,,,,,20.6,,,,,,Grasmere -stillwater
27120,2018-07-25,2018,7,25,206,21,0.5,5.7,,,,,,,,,,,,,,,,Långsjön
37861,2018-07-25,2018,7,25,206,15,0.5,2.1,,,,,,,,,,,,,,,,Stensjön
37302,2018-07-25,2018,7,25,206,16,1.5,2.3,,,,,,,,,,,,,,,,Sparkling lake
3731,2018-07-25,2018,7,25,206,16,1.0,6.6,,,,,,,,,,,,,,,,Allequash lake
40585,2018-07-26,2018,7,26,207,12,,288.0,,0.525,,,,,,,,,,,,,,Turnershill marsh
18716,2018-07-26,2018,7,26,207,13,2.0,4.5,,,,,,,,,,,,,,,,Fish lake
4691,2018-07-26,2018,7,26,207,12,,149.0,,0.212,,,,,,,,25.0,,,,,,Barton broad outflow
41457,2018-07-26,2018,7,26,207,16,1.5,3.1,,,,,,,,,,,,,,,,Trout lake
35560,2018-07-26,2018,7,26,207,12,,46.2,,0.0599,,,,,,,,,,,,,,Shearwater lake outflow
21636,2018-07-26,2018,7,26,207,14,1.5,12.325,3.666666667,,,,,,0.078333333,,,12.93333333,701.6666667,,,,,Green valley lake
4460,2018-07-26,2018,7,26,207,12,,54.5,,0.112,,,,,,,,24.4,,,,,,Barton broad inflow
40102,2018-07-26,2018,7,26,207,12,,43.1,,0.0792,,,,,,,,,,,,,,Fleet lake
4293,2018-07-26,2018,7,26,207,12,,264.0,,0.1875,,,,,,,,25.1,,,,,,Barton broad E.
35691,2018-07-26,2018,7,26,207,12,,2.2,,0.0627,,,,,,,,,,,,,,Slapton ley
15016,2018-07-27,2018,7,27,208,12,,3.2,,0.0024,,,,,,,,19.8,,,,,,Ennerdale water -bowness knott
10530,2018-07-27,2018,7,27,208,12,,6.0,,0.0385,,,,,,,,,,,,,,Cole mere
23502,2018-07-27,2018,7,27,208,11,,5.4,,0.214,,,,,,,,,,,,,,Hudson's bay E.
30128,2018-07-27,2018,7,27,208,12,,147.45,,0.2165,,,,,,,,28.4,,,,,,Ormesby little broad
27689,2018-07-27,2018,7,27,208,12,,16.6,,0.475,,,,,,,,23.9,,,,,,Mere ellesmere
5318,2018-07-27,2018,7,27,208,12,,6.8,,0.0135,,,,,,,,,,,,,,Belham tarn -england
23292,2018-07-27,2018,7,27,208,12,,61.8,,0.11,,,,,,,,,,,,,,Hoveton great broad
34201,2018-07-27,2018,7,27,208,12,,52.8,,0.06715,,,,,,,,27.7,,,,,,Rollesby broad
10785,2018-07-27,2018,7,27,208,12,,8.2,,0.212,,,,,,,,23.2,,,,,,Comber mere
29842,2018-07-27,2018,7,27,208,12,,24.95,,0.0911,,,,,,,,27.0,,,,,,Ormesby broad
44703,2018-07-27,2018,7,27,208,12,,82.9,,0.206,,,,,,,,,,,,,,White mere
18010,2018-07-27,2018,7,27,208,12,,9.55,,0.1065,,,,,,,,26.7,,,,,,Filby broad
11561,2018-07-27,2018,7,27,208,11,,5.7,,0.0173,,,,,,,,,,,,,,Crose mere S.
34469,2018-07-31,2018,7,31,212,12,,6.8,,0.0454,,,,,,,,,,,,,,Rutland water -hambleton south
31880,2018-07-31,2018,7,31,212,6,0.5,9.1,,,,,,,,,,,,,,,,Oppmannasjön
31964,2018-07-31,2018,7,31,212,6,0.5,87.0,,,,,,,,,,,,,,,,Oppmannasjön -arkelstorpsviken
12346,2018-07-31,2018,7,31,212,26,,1.18,,,,,,,,,,,,,,,,Constance untersee -rhein river
21637,2018-07-31,2018,7,31,212,14,1.5,7.194,3.625,,,,,,0.1525,,,10.95,894.25,,,,,Green valley lake
50455,2018-07-31,2018,7,31,212,33,0.8,15.68,,0.03896,4.06,,0.5916,,,,24.78,,,1.66,0.00192,,,Hamilton harbour
51110,2018-08-01,2018,8,1,213,10,,103.91404,,,,,,,,,,,,,,,,Taihu
525,2018-08-01,2018,8,1,213,11,,2.96,2.0,,6.9,,,,,,,,,,,,,Experimental lake 114
1667,2018-08-01,2018,8,1,213,12,,1.82,2.25,,7.044,,,,,,,,,,,,,Experimental lake 239
21638,2018-08-02,2018,8,2,214,14,1.5,2.23,5.0,,,,,,0.19,,,12.55,700.0,,,,,Green valley lake
11083,2018-08-03,2018,8,3,215,12,,3.2,,0.0138,,,,,,,,,,,,,,Cotswold lake 12
25539,2018-08-03,2018,8,3,215,12,,2.06,,0.005,,,,,,,,18.0,,,,,,Loweswater -wq survey
28539,2018-08-06,2018,8,6,218,19,1.5,13.875,,,,,,,,,,,,,,,,Lake mendota
40103,2018-08-06,2018,8,6,218,12,,42.5,,0.047,,,,,,,,,,,,,,Fleet lake
