,date,year,month,day,day_of_year,num_samples,depth,chla,secchi,tp,doc,ph,tkn,no2,no3,nh4,dic,temp,par,poc,srp,tdn,tn,lake
39318,2018-08-06,2018,8,6,218,12,,12.7,,2.84,,,,,,,,22.2,,,,,,Tabley mere
10954,2018-08-06,2018,8,6,218,12,,3.4,,0.0063,,,,,,,,19.4,,,,,,Coniston water
9088,2018-08-06,2018,8,6,218,16,1.5,2.2,,,,,,,,,,,,,,,,Big Muskellunge lake
42098,2018-08-06,2018,8,6,218,16,1.75,67.45,,,,,,,,,,,,,,,,Trout bog
22492,2018-08-06,2018,8,6,218,12,,2.9,,0.0047,,,,,,,,,,,,,,Hawes water -stillwater
37303,2018-08-07,2018,8,7,219,16,1.5,1.55,,,,,,,,,,,,,,,,Sparkling lake
28793,2018-08-07,2018,8,7,219,13,1.5,11.925,,,,,,,,,,,,,,,,lake monona
2082,2018-08-07,2018,8,7,219,11,,1.04,5.0,,6.144,,,,,,,,,,,,,Experimental lake 442
13672,2018-08-07,2018,8,7,219,16,1.25,365.625,,,,,,,,,,,,,,,,Crystal bog
21639,2018-08-07,2018,8,7,219,14,1.5,2.14,5.0,,,,,,0.075,,,11.05,675.0,,,,,Green valley lake
3732,2018-08-08,2018,8,8,220,16,0.666666667,5.166666667,,,,,,,,,,,,,,,,Allequash lake
18749,2018-08-08,2018,8,8,220,7,0.5,60.0,,,,,,,,,,,,,,,,Funbosjön
11562,2018-08-08,2018,8,8,220,11,,9.4,,0.0252,,,,,,,,,,,,,,Crose mere S.
3068,2018-08-08,2018,8,8,220,12,,169.0,,0.555,,,,,,,,,,,,,,Attenborough
18303,2018-08-08,2018,8,8,220,12,,16.9,,0.077,,,,,,,,22.9,,,,,,Fritton lakes -lound mill
5665,2018-08-08,2018,8,8,220,12,,2.0,,0.0056,,,,,,,,,,,,,,Brotherswater
979,2018-08-08,2018,8,8,220,12,,0.53,7.25,,3.366,,,,,,,,,,,,,Experimental lake 224
13039,2018-08-08,2018,8,8,220,16,1.5,1.75,,,,,,,,,,,,,,,,Crystal lake
18717,2018-08-08,2018,8,8,220,13,2.0,2.6,,,,,,,,,,,,,,,,Fish lake
27121,2018-08-08,2018,8,8,220,21,0.5,4.55,,,,,,,,,,,,,,,,Långsjön
42737,2018-08-08,2018,8,8,220,12,,0.5,,0.01,,,,,,,,16.4,,,,,,Ullswater -wfd
50456,2018-08-08,2018,8,8,220,33,0.8,20.4,,0.04658,3.86,,0.5778,,,,23.12,,,2.458,0.0017,,,Hamilton harbour
25341,2018-08-09,2018,8,9,221,11,,166.0,,0.0923,,,,,,,,20.8,,,,,,Littlesea lake
37445,2018-08-09,2018,8,9,221,8,0.5,2.2,,,,,,,,,,,,,,,,St Skärsjön
5466,2018-08-09,2018,8,9,221,12,,30.9,,0.117,,,,,,,,,,,,,,Bowyers water
27122,2018-08-09,2018,8,9,221,21,0.5,20.0,,,,,,,,,,,,,,,,Långsjön
49615,2018-08-09,2018,8,9,221,13,1.4,29.82,,,,,,,,,,,,,,,,Wingra
39552,2018-08-09,2018,8,9,221,11,,393.0,,0.267,,,,,,,,21.0,,,,,,Tatton mere -wfd
5168,2018-08-09,2018,8,9,221,11,,19.0,,0.0773,,,,,,,,,,,,,,Blagdon lake
40817,2018-08-09,2018,8,9,221,7,0.5,7.4,,,,,,,,,,,,,,,,Trehörningen
27978,2018-08-09,2018,8,9,221,12,,6.5,,0.047,,,,,,,,21.1,,,,,,Mere mere -edge
27771,2018-08-09,2018,8,9,221,12,,41.7,1.16,0.0455,,,,,,,,20.8,,,,,,Mere mere
37862,2018-08-09,2018,8,9,221,15,0.5,4.9,,,,,,,,,,,,,,,,Stensjön
35457,2018-08-09,2018,8,9,221,12,,5.7,,0.0452,,,,,,,,,,,,,,Semer water
34470,2018-08-09,2018,8,9,221,12,,10.3,,0.0218,,,,,,,,,,,,,,Rutland water -hambleton south
40586,2018-08-09,2018,8,9,221,12,,66.5,,0.886,,,,,,,,,,,,,,Turnershill marsh
21640,2018-08-09,2018,8,9,221,14,1.5,9.335,4.5,,,,,,0.105,,,13.5,789.5,,,,,Green valley lake
41458,2018-08-09,2018,8,9,221,16,1.5,1.8,,,,,,,,,,,,,,,,Trout lake
2954,2018-08-09,2018,8,9,221,12,,59.6,,0.857,,,,,,,,,,,,,,Aqualate mere
9950,2018-08-10,2018,8,10,222,12,,6.8,,0.139,,,,,,,,19.8,,,,,,Carr
29558,2018-08-10,2018,8,10,222,12,,203.0,,0.134,,,,,,,,20.1,,,,,,Oak mere -intersection
50457,2018-08-11,2018,8,11,223,33,0.8,4.68,,0.04946,3.24,,0.4578,,,,23.78,,,0.94,0.02698,,,Hamilton harbour
24794,2018-08-12,2018,8,12,224,6,0.5,3.9,,,,,,,,,,,,,,,,Källsjön
25738,2018-08-12,2018,8,12,224,6,,2.789246966,2.5,18.675,5.595,,,,,,,26.01811,0.735783292,,7.11,,,Lacawac
37863,2018-08-12,2018,8,12,224,15,0.5,2.7,,,,,,,,,,,,,,,,Stensjön
2161,2018-08-13,2018,8,13,225,6,0.5,10.0,,,,,,,,,,,,,,,,Trummen mitt
14870,2018-08-13,2018,8,13,225,11,,21.3,,0.04945,,,,,,,,15.9,,,,,,Elterwater -middle basin
19881,2018-08-13,2018,8,13,225,8,0.5,7.9,,,,,,,,,,,,,,,,Geten
10062,2018-08-13,2018,8,13,225,12,,3.6,,0.0178,,,,,,,,,,,,,,Carsington water
27123,2018-08-13,2018,8,13,225,21,0.5,6.6,,,,,,,,,,,,,,,,Långsjön
31782,2018-08-13,2018,8,13,225,6,0.0,2.756521739,7.431818182,0.010521739,,8.727826087,0.234347826,,,,,24.7826087,,0.351782609,,,,Lake ontario
9674,2018-08-13,2018,8,13,225,9,0.5,1.9,,,,,,,,,,,,,,,,Brunnsjön
20032,2018-08-13,2018,8,13,225,6,,1.240340727,5.5,16.467,2.59,,,,,,,25.09139,0.369781003,,3.272,,,Giles lake
14727,2018-08-13,2018,8,13,225,12,,6.2,,0.0219,,,,,,,,,,,,,,Elterwater -outer basin
14579,2018-08-13,2018,8,13,225,12,,100.0,,0.03685,,,,,,,,16.6,,,,,,Elterwater -inner basin
29250,2018-08-14,2018,8,14,226,6,,59.4,1.2,0.14,22.0,8.39,2.6,,,0.088,,,,,,,,Nakamun lake
12347,2018-08-14,2018,8,14,226,26,,3.85,,,,,,,,,,,,,,,,Constance untersee -rhein river
39218,2018-08-14,2018,8,14,226,12,0.1,29.0,,,,,,,,,,,,,,,,Sätoftasjön
44112,2018-08-14,2018,8,14,226,13,0.1,50.0,,,,,,,,,,,,,,,,Västra Ringsjön
31783,2018-08-14,2018,8,14,226,6,0.0,2.456410256,7.128205128,0.005891026,,8.753076923,0.207089744,,,,,23.73525641,,0.325217949,,,,Lake ontario
52105,2018-08-14,2018,8,14,226,7,0.5,5.1,,,,,,,,,,,,,,,,Övre Skärsjön
51945,2018-08-14,2018,8,14,226,13,0.1,23.0,,,,,,,,,,,,,,,,Östra Ringsjön
40104,2018-08-15,2018,8,15,227,12,,117.0,,0.0974,,,,,,,,,,,,,,Fleet lake
31784,2018-08-15,2018,8,15,227,6,0.0,1.783823529,6.6,0.005660294,,8.722205882,0.206102941,,,,,23.94558824,,0.250411765,,,,Lake ontario
1820,2018-08-15,2018,8,15,227,6,0.5,130.0,,,,,,,,,,,,,,,,Bergundasjön N.
4854,2018-08-15,2018,8,15,227,12,,5.2,,0.0084,,,,,,,,18.4,,,,,,Bassenthwaite -england
1668,2018-08-15,2018,8,15,227,12,,1.68,4.75,,7.068,,,,,,,,,,,,,Experimental lake 239
13815,2018-08-15,2018,8,15,227,12,,4.7,,0.011,,,,,,,,18.4,,,,,,Derwentwater -england
2239,2018-08-15,2018,8,15,227,6,0.5,9.4,,,,,,,,,,,,,,,,Växjösjön mitt
526,2018-08-15,2018,8,15,227,11,,4.76,2.0,,7.488,,,,,,,,,,,,,Experimental lake 114
50458,2018-08-16,2018,8,16,228,33,0.8,26.64,,0.0429,3.78,,0.552,,,,21.82,,,2.882,0.00126,,,Hamilton harbour
9171,2018-08-16,2018,8,16,228,6,0.1,10.0,,,,,,,,,,,,,,,,Björkesåkrasjön
4692,2018-08-16,2018,8,16,228,12,,182.0,,0.253,,,,,,,,20.4,,,,,,Barton broad outflow
24183,2018-08-16,2018,8,16,228,6,0.1,100.0,,,,,,,,,,,,,,,,Häckebergasjön
23587,2018-08-16,2018,8,16,228,8,0.3,50.0,,,,,,,,,,,,,,,,Havgårdssjön
31785,2018-08-16,2018,8,16,228,6,0.0,1.957407407,6.814516129,0.007044444,,8.763888889,0.219574074,,,,,24.39074074,,0.291537037,,,,Lake ontario
9675,2018-08-16,2018,8,16,228,9,1.2,52.0,,,,,,,,,,,,,,,,Brunnsjön
4461,2018-08-16,2018,8,16,228,12,,11.5,,0.0974,,,,,,,,20.0,,,,,,Barton broad inflow
10786,2018-08-16,2018,8,16,228,12,,20.0,,0.223,,,,,,,,18.5,,,,,,Comber mere
4294,2018-08-16,2018,8,16,228,12,,28.8,,0.2015,,,,,,,,20.35,,,,,,Barton broad E.
44889,2018-08-17,2018,8,17,229,12,,14.0,,0.0126,,,,,,,,18.4,,,,,,Windermere -north basin (wfd)
45041,2018-08-17,2018,8,17,229,12,,8.9,,0.0152,,,,,,,,18.4,,,,,,Winderemere -south basin (wfd)
31786,2018-08-17,2018,8,17,229,6,0.0,5.804477612,1.666666667,0.029576119,,8.736119403,0.383522388,,,,,24.79477612,,0.523257576,,,,Lake ontario
13673,2018-08-20,2018,8,20,232,16,1.25,503.125,,,,,,,,,,,,,,,,Crystal bog
18117,2018-08-20,2018,8,20,232,12,,18.9,,0.0353,,,,,,,,,,,,,,Fonthill lake -outlet
11382,2018-08-20,2018,8,20,232,11,,26.3,,0.0503,,,,,,,,21.0,,,,,,Cromes broad
2083,2018-08-20,2018,8,20,232,11,,1.06,5.0,,6.168,,,,,,,,,,,,,Experimental lake 442
43097,2018-08-20,2018,8,20,232,11,,8.0,,0.0869,,,,,,,,21.0,,,,,,Upton little broad
42951,2018-08-20,2018,8,20,232,11,,3.3,,0.0196,,,,,,,,20.2,,,,,,Upton great broad
4955,2018-08-20,2018,8,20,232,12,,52.5,,0.547,,,,,,,,19.3,,,,,,Betley mere inlet
18718,2018-08-20,2018,8,20,232,13,2.0,2.3,,,,,,,,,,,,,,,,Fish lake
36562,2018-08-20,2018,8,20,232,7,0.5,5.7,,,,,,,,,,,,,,,,Skifsen
19005,2018-08-20,2018,8,20,232,12,,5.1,,0.014,,,,,,,,16.4,,,,,,Grasmere -stillwater
9089,2018-08-20,2018,8,20,232,16,2.0,1.366666667,,,,,,,,,,,,,,,,Big Muskellunge lake
2460,2018-08-20,2018,8,20,232,11,,8.5,,0.0353,,,,,,,,22.0,,,,,,Alderfen broad N.
2637,2018-08-20,2018,8,20,232,11,,9.1,,0.278,,,,,,,,17.4,,,,,,Alderfen inflow
4985,2018-08-20,2018,8,20,232,12,,8.5,,0.532,,,,,,,,19.1,,,,,,Betley mere jetty
28794,2018-08-21,2018,8,21,233,13,2.0,8.55,,,,,,,,,,,,,,,,lake monona
37864,2018-08-21,2018,8,21,233,15,0.5,3.8,,,,,,,,,,,,,,,,Stensjön
36496,2018-08-21,2018,8,21,233,6,0.5,60.0,,,,,,,,,,,,,,,,Skarven
9828,2018-08-21,2018,8,21,233,7,0.5,1.7,,,,,,,,,,,,,,,,Bösjön
980,2018-08-21,2018,8,21,233,12,,0.66,8.25,,3.492,,,,,,,,,,,,,Experimental lake 224
42099,2018-08-21,2018,8,21,233,16,1.666666667,37.93333333,,,,,,,,,,,,,,,,Trout bog
27124,2018-08-21,2018,8,21,233,21,0.5,3.1,,,,,,,,,,,,,,,,Långsjön
49616,2018-08-21,2018,8,21,233,13,2.0,20.35,,,,,,,,,,,,,,,,Wingra
22177,2018-08-21,2018,8,21,233,6,0.5,13.0,,,,,,,,,,,,,,,,Görväln S.
13040,2018-08-21,2018,8,21,233,16,1.5,2.1,,,,,,,,,,,,,,,,Crystal lake
15658,2018-08-21,2018,8,21,233,6,0.5,39.0,,,,,,,,,,,,,,,,Ekoln Vreta Udd
11563,2018-08-22,2018,8,22,234,11,,20.1,,0.0288,,,,,,,,,,,,,,Crose mere S.
44704,2018-08-22,2018,8,22,234,12,,23.6,,0.486,,,,,,,,,,,,,,White mere
27125,2018-08-22,2018,8,22,234,21,0.5,13.0,,,,,,,,,,,,,,,,Långsjön
27690,2018-08-22,2018,8,22,234,12,,47.9,,0.681,,,,,,,,21.1,,,,,,Mere ellesmere
10531,2018-08-22,2018,8,22,234,12,,27.6,,0.055,,,,,,,,,,,,,,Cole mere
37304,2018-08-22,2018,8,22,234,16,1.5,1.75,,,,,,,,,,,,,,,,Sparkling lake
28184,2018-08-22,2018,8,22,234,10,,30.6,,0.158,,,,,,,,,,,,,,Murston angling lake
3733,2018-08-22,2018,8,22,234,16,0.666666667,6.3,,,,,,,,,,,,,,,,Allequash lake
19120,2018-08-22,2018,8,22,234,12,,101.0,,0.275,,,,,,,,,,,,,,Great lake
28540,2018-08-22,2018,8,22,234,19,2.0,12.0,,,,,,,,,,,,,,,,Lake mendota
44113,2018-08-23,2018,8,23,235,13,0.5,37.0,,,,,,,,,,,,,,,,Västra Ringsjön
18466,2018-08-23,2018,8,23,235,8,0.5,7.3,,,,,,,,,,,,,,,,Fiolen
18750,2018-08-23,2018,8,23,235,7,0.5,55.0,,,,,,,,,,,,,,,,Funbosjön
41459,2018-08-23,2018,8,23,235,16,1.5,2.15,,,,,,,,,,,,,,,,Trout lake
15017,2018-08-23,2018,8,23,235,12,,2.2,,0.003,,,,,,,,15.8,,,,,,Ennerdale water -bowness knott
10652,2018-08-23,2018,8,23,235,12,,123.0,,0.0306,,,,,,,,,,,,,,Colliford lake
50459,2018-08-23,2018,8,23,235,33,0.8,16.46,,,3.74,,0.504,,,,20.76,,,2.1876,,,,Hamilton harbour
27530,2018-08-24,2018,8,24,236,11,,3.3,,0.023,,,,,,,,18.5,,,,,,Martham south broad
25342,2018-08-24,2018,8,24,236,11,,110.0,,0.0899,,,,,,,,20.0,,,,,,Littlesea lake
44547,2018-08-24,2018,8,24,236,12,,0.5,,0.0021,,,,,,,,,,,,,,Wastwater -stillwater
22744,2018-08-24,2018,8,24,236,11,,50.7,,0.0968,,,,,,,,19.7,,,,,,Heigham sound
51946,2018-08-24,2018,8,24,236,13,0.5,37.0,,,,,,,,,,,,,,,,Östra Ringsjön
23234,2018-08-24,2018,8,24,236,10,,44.95,,0.08815,,,,,,,,19.3,,,,,,Horsey mere
23002,2018-08-24,2018,8,24,236,12,,27.5,,0.0639,,,,,,,,19.0,,,,,,Hickling broad
5319,2018-08-24,2018,8,24,236,12,,23.7,,0.0252,,,,,,,,,,,,,,Belham tarn -england
35327,2018-08-27,2018,8,27,239,6,0.5,12.0,,,,,,,,,,,,,,,,Björkfjärden SE.
51565,2018-08-27,2018,8,27,239,9,0.5,23.0,,,,,,,,,,,,,,,,Öljaren
31881,2018-08-27,2018,8,27,239,6,0.5,34.0,,,,,,,,,,,,,,,,Oppmannasjön
29843,2018-08-28,2018,8,28,240,12,,132.5,,0.178,,,,,,,,17.7,,,,,,Ormesby broad
11180,2018-08-28,2018,8,28,240,12,,12.0,,0.0186,,,,,,,,,,,,,,Crag lough
43319,2018-08-28,2018,8,28,240,6,0.5,25.0,,,,,,,,,,,,,,,,Ulvhällsfjärden
18011,2018-08-28,2018,8,28,240,12,,151.0,,0.3675,,,,,,,,18.0,,,,,,Filby broad
50460,2018-08-28,2018,8,28,240,33,0.8,26.52,,,3.58,,0.4862,,,,22.12,,,3.074,,,,Hamilton harbour
40818,2018-08-28,2018,8,28,240,7,0.5,29.0,,,,,,,,,,,,,,,,Trehörningen
34202,2018-08-28,2018,8,28,240,12,,272.0,,0.2195,,,,,,,,18.0,,,,,,Rollesby broad
12348,2018-08-28,2018,8,28,240,26,,2.96,,,,,,,,,,,,,,,,Constance untersee -rhein river
19499,2018-08-28,2018,8,28,240,12,,9.9,,0.0374,,,,,,,,,,,,,,Greenlee lough
5525,2018-08-28,2018,8,28,240,12,,7.7,,0.0169,,,,,,,,,,,,,,Bromlee lough overflow
30129,2018-08-28,2018,8,28,240,12,,69.15,,0.2735,,,,,,,,18.1,,,,,,Ormesby little broad
31965,2018-08-29,2018,8,29,241,6,0.5,66.0,,,,,,,,,,,,,,,,Oppmannasjön -arkelstorpsviken
527,2018-08-29,2018,8,29,241,11,,6.67,1.5,,7.308,,,,,,,,,,,,,Experimental lake 114
40253,2018-08-29,2018,8,29,241,12,,62.0,,0.485,,,,,,,,,,,,,,Thrapston lake
19779,2018-08-29,2018,8,29,241,6,0.5,95.0,,,,,,,,,,,,,,,,Galten
9482,2018-08-29,2018,8,29,241,6,0.5,16.0,,,,,,,,,,,,,,,,Blacken lake
43733,2018-08-29,2018,8,29,241,6,0.5,25.0,,,,,,,,,,,,,,,,Västeråsfjärden N.
35561,2018-08-29,2018,8,29,241,12,,446.0,,0.139,,,,,,,,,,,,,,Shearwater lake outflow
1669,2018-08-29,2018,8,29,241,12,,2.49,4.0,,7.212,,,,,,,,,,,,,Experimental lake 239
35692,2018-08-29,2018,8,29,241,12,,958.0,,0.252,,,,,,,,,,,,,,Slapton ley
35982,2018-08-30,2018,8,30,242,11,,87.4,,0.168,,,,,,,,17.9,,,,,,South walsham broad
45265,2018-08-30,2018,8,30,242,12,,83.0,,0.07835,,,,,,,,17.5,,,,,,Wroxham broad
27282,2018-08-30,2018,8,30,242,12,,4.0,,0.0123,,,,,,,,,,,,,,Malham tarn
38846,2018-08-30,2018,8,30,242,6,0.5,40.0,,,,,,,,,,,,,,,,Svinnegarnsviken
33604,2018-08-30,2018,8,30,242,6,0.5,19.0,,,,,,,,,,,,,,,,Prästfjärden
33822,2018-08-30,2018,8,30,242,11,,117.75,,0.148,,,,,,,,17.7,,,,,,Ranworth broad
39930,2018-08-30,2018,8,30,242,12,,21.7,,0.0782,,,,,,,,,,,,,,Thompson water -impact 2
39846,2018-08-30,2018,8,30,242,11,,94.0,,0.187,,,,,,,,,,,,,,Thompson water -control 2B
39901,2018-08-30,2018,8,30,242,12,,24.7,,0.156,,,,,,,,,,,,,,Thompson water -impact 1
10456,2018-08-30,2018,8,30,242,10,,5.2,,0.039,,,,,,,,19.4,,,,,,Cockshoot broad
36138,2018-08-30,2018,8,30,242,11,,11.9,,0.0254,,,,,,,,,,,,,,Stewartby lake
39959,2018-08-30,2018,8,30,242,12,,18.5,,0.189,,,,,,,,,,,,,,Thompson water -impact 3
20367,2018-08-30,2018,8,30,242,6,0.5,31.0,,,,,,,,,,,,,,,,Granfj. Djurgårds Udde
6027,2018-08-31,2018,8,31,243,12,,3.7,,0.0089,,,,,,,,,,,,,,Buttermere
19266,2018-08-31,2018,8,31,243,10,,9.4,,2.5,,,,,,,,,,,,,,Great puckstone lake
51111,2018-09-01,2018,9,1,244,10,,167.10722,,,,,,,,,,,,,,,,Taihu
35458,2018-09-03,2018,9,3,246,12,,5.2,,0.0395,,,,,,,,,,,,,,Semer water
23293,2018-09-03,2018,9,3,246,12,,50.4,,0.0798,,,,,,,,,,,,,,Hoveton great broad
23503,2018-09-03,2018,9,3,246,11,,26.5,,0.15,,,,,,,,,,,,,,Hudson's bay E.
9090,2018-09-04,2018,9,4,247,16,1.5,1.65,,,,,,,,,,,,,,,,Big Muskellunge lake
28541,2018-09-04,2018,9,4,247,19,1.5,14.2,,,,,,,,,,,,,,,,Lake mendota
25540,2018-09-04,2018,9,4,247,12,,10.9,,0.01295,,,,,,,,16.0,,,,,,Loweswater -wq survey
40105,2018-09-04,2018,9,4,247,12,,11.5,,0.0395,,,,,,,,,,,,,,Fleet lake
2084,2018-09-04,2018,9,4,247,11,,1.32,4.5,,6.228,,,,,,,,,,,,,Experimental lake 442
12349,2018-09-04,2018,9,4,247,26,,1.18,,,,,,,,,,,,,,,,Constance untersee -rhein river
3734,2018-09-04,2018,9,4,247,16,1.0,5.9,,,,,,,,,,,,,,,,Allequash lake
40587,2018-09-05,2018,9,5,248,12,,325.0,,1.01,,,,,,,,,,,,,,Turnershill marsh
39319,2018-09-05,2018,9,5,248,12,,2.0,,1.48,,,,,,,,17.6,,,,,,Tabley mere
37305,2018-09-05,2018,9,5,248,16,1.5,2.35,,,,,,,,,,,,,,,,Sparkling lake
51566,2018-09-05,2018,9,5,248,9,0.5,92.0,,,,,,,,,,,,,,,,Öljaren
5467,2018-09-05,2018,9,5,248,12,,54.4,,0.0745,,,,,,,,,,,,,,Bowyers water
10955,2018-09-05,2018,9,5,248,12,,5.2,,0.0064,,,,,,,,16.4,,,,,,Coniston water
981,2018-09-05,2018,9,5,248,12,,0.745,6.75,,3.522,,,,,,,,,,,,,Experimental lake 224
25343,2018-09-05,2018,9,5,248,11,,81.7,,0.0831,,,,,,,,21.6,,,,,,Littlesea lake
13674,2018-09-05,2018,9,5,248,16,0.75,131.95,,,,,,,,,,,,,,,,Crystal bog
22493,2018-09-06,2018,9,6,249,12,,1.9,,0.0037,,,,,,,,,,,,,,Hawes water -stillwater
28795,2018-09-06,2018,9,6,249,13,1.5,9.35,,,,,,,,,,,,,,,,lake monona
49617,2018-09-06,2018,9,6,249,13,1.4,57.44,,,,,,,,,,,,,,,,Wingra
13041,2018-09-06,2018,9,6,249,16,1.5,0.55,,,,,,,,,,,,,,,,Crystal lake
11084,2018-09-06,2018,9,6,249,12,,5.2,,0.0635,,,,,,,,,,,,,,Cotswold lake 12
34471,2018-09-06,2018,9,6,249,12,,8.1,,0.034,,,,,,,,,,,,,,Rutland water -hambleton south
42100,2018-09-06,2018,9,6,249,16,1.75,97.3,,,,,,,,,,,,,,,,Trout bog
9951,2018-09-07,2018,9,7,250,12,,13.4,,0.198,,,,,,,,17.2,,,,,,Carr
18719,2018-09-07,2018,9,7,250,13,2.0,6.5,,,,,,,,,,,,,,,,Fish lake
41460,2018-09-07,2018,9,7,250,16,1.0,2.3,,,,,,,,,,,,,,,,Trout lake
25739,2018-09-09,2018,9,9,252,6,,2.40715834,2.5,12.53333333,5.325,,,,,,,22.16076,0.843288045,,27.475,,,Lacawac
12350,2018-09-10,2018,9,10,253,26,,2.07,,,,,,,,,,,,,,,,Constance untersee -rhein river
19882,2018-09-10,2018,9,10,253,8,0.5,40.0,,,,,,,,,,,,,,,,Geten
10653,2018-09-10,2018,9,10,253,12,,94.7,,0.0329,,,,,,,,,,,,,,Colliford lake
29251,2018-09-11,2018,9,11,254,6,,40.7,1.0,0.089,21.0,8.62,2.0,,,0.017,,,,,,,,Nakamun lake
51947,2018-09-11,2018,9,11,254,13,0.1,37.0,,,,,,,,,,,,,,,,Östra Ringsjön
44114,2018-09-11,2018,9,11,254,13,0.1,41.0,,,,,,,,,,,,,,,,Västra Ringsjön
27126,2018-09-11,2018,9,11,254,21,0.5,9.6,,,,,,,,,,,,,,,,Långsjön
3069,2018-09-11,2018,9,11,254,12,,41.5,,0.395,,,,,,,,,,,,,,Attenborough
39219,2018-09-11,2018,9,11,254,12,0.1,18.0,,,,,,,,,,,,,,,,Sätoftasjön
39553,2018-09-11,2018,9,11,254,11,,24.2,,0.155,,,,,,,,16.7,,,,,,Tatton mere -wfd
27979,2018-09-12,2018,9,12,255,12,,6.0,,0.0597,,,,,,,,16.4,,,,,,Mere mere -edge
11383,2018-09-12,2018,9,12,255,11,,10.9,,0.0436,,,,,,,,16.8,,,,,,Cromes broad
43098,2018-09-12,2018,9,12,255,11,,6.9,,0.129,,,,,,,,16.1,,,,,,Upton little broad
528,2018-09-12,2018,9,12,255,11,,5.99,1.75,,7.404,,,,,,,,,,,,,Experimental lake 114
2638,2018-09-12,2018,9,12,255,11,,2.7,,0.148,,,,,,,,14.4,,,,,,Alderfen inflow
45042,2018-09-12,2018,9,12,255,12,,16.2,,0.0138,,,,,,,,16.2,,,,,,Winderemere -south basin (wfd)
20033,2018-09-12,2018,9,12,255,6,,0.744638628,7.0,12.998,2.296,,,,,,,21.13819,0.303729899,,4.165,,,Giles lake
27772,2018-09-12,2018,9,12,255,12,,114.0,0.85,0.0932,,,,,,,,16.5,,,,,,Mere mere
2461,2018-09-12,2018,9,12,255,11,,9.5,,0.0596,,,,,,,,15.3,,,,,,Alderfen broad N.
42952,2018-09-12,2018,9,12,255,11,,2.9,,0.0239,,,,,,,,16.0,,,,,,Upton great broad
44890,2018-09-12,2018,9,12,255,12,,10.2,,0.0105,,,,,,,,15.8,,,,,,Windermere -north basin (wfd)
1670,2018-09-12,2018,9,12,255,12,,2.805,4.25,,6.84,,,,,,,,,,,,,Experimental lake 239
42738,2018-09-13,2018,9,13,256,12,,6.4,,0.0107,,,,,,,,13.6,,,,,,Ullswater -wfd
2162,2018-09-13,2018,9,13,256,6,0.5,7.2,,,,,,,,,,,,,,,,Trummen mitt
24076,2018-09-13,2018,9,13,256,7,0.0,0.86329588,8.983539095,0.003447566,,8.11659176,0.145509363,,,,,18.96441948,,0.204955056,,,,Lake huron
5666,2018-09-13,2018,9,13,256,12,,2.8,,0.0072,,,,,,,,,,,,,,Brotherswater
15659,2018-09-13,2018,9,13,256,6,0.5,32.0,,,,,,,,,,,,,,,,Ekoln Vreta Udd
2240,2018-09-14,2018,9,14,257,6,0.5,2.9,,,,,,,,,,,,,,,,Växjösjön mitt
18751,2018-09-14,2018,9,14,257,7,0.5,21.0,,,,,,,,,,,,,,,,Funbosjön
33823,2018-09-14,2018,9,14,257,11,,56.1,,0.10845,,,,,,,,16.9,,,,,,Ranworth broad
35983,2018-09-14,2018,9,14,257,11,,60.8,,0.0995,,,,,,,,16.9,,,,,,South walsham broad
4462,2018-09-14,2018,9,14,257,12,,15.8,,0.0688,,,,,,,,16.4,,,,,,Barton broad inflow
4295,2018-09-14,2018,9,14,257,12,,52.5,,0.0947,,,,,,,,16.7,,,,,,Barton broad E.
40819,2018-09-14,2018,9,14,257,7,0.5,20.0,,,,,,,,,,,,,,,,Trehörningen
10457,2018-09-14,2018,9,14,257,10,,45.0,,0.0866,,,,,,,,17.1,,,,,,Cockshoot broad
4693,2018-09-14,2018,9,14,257,12,,53.4,,0.0867,,,,,,,,16.7,,,,,,Barton broad outflow
1821,2018-09-14,2018,9,14,257,6,0.5,140.0,,,,,,,,,,,,,,,,Bergundasjön N.
24077,2018-09-14,2018,9,14,257,7,0.0,0.728735632,7.261904762,0.004073563,,8.169310345,0.133471264,,,,,18.62068966,,0.179482759,,,,Lake huron
45266,2018-09-14,2018,9,14,257,12,,75.0,,0.06455,,,,,,,,16.2,,,,,,Wroxham broad
24078,2018-09-15,2018,9,15,258,7,0.0,3.247945205,7.18115942,0.009947945,,8.359452055,0.156589041,,,,,20.95205479,,0.47839726,,,,Lake huron
24795,2018-09-16,2018,9,16,259,6,0.5,3.6,,,,,,,,,,,,,,,,Källsjön
52106,2018-09-16,2018,9,16,259,7,0.5,2.7,,,,,,,,,,,,,,,,Övre Skärsjön
24079,2018-09-16,2018,9,16,259,7,0.0,0.407692308,,0.003538462,,8.156153846,0.116461538,,,,,20.53846154,,0.191307692,,,,Lake huron
37865,2018-09-16,2018,9,16,259,15,0.5,2.7,,,,,,,,,,,,,,,,Stensjön
44705,2018-09-17,2018,9,17,260,12,,57.7,,0.428,,,,,,,,,,,,,,White mere
14871,2018-09-17,2018,9,17,260,11,,6.4,,0.01775,,,,,,,,13.6,,,,,,Elterwater -middle basin
22178,2018-09-17,2018,9,17,260,6,0.5,20.0,,,,,,,,,,,,,,,,Görväln S.
14580,2018-09-17,2018,9,17,260,12,,46.6,,0.02615,,,,,,,,13.1,,,,,,Elterwater -inner basin
14728,2018-09-17,2018,9,17,260,12,,2.6,,0.0073,,,,,,,,,,,,,,Elterwater -outer basin
